player_api_id,potential,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,id
26310,75,2,1,78,66,62,75,65,78,75,69,73,76,79,77,75,84,65,82,80,74,78,78,82,59,75,72,66,39,59,48,7,13,16,13,14,1
12766,70,2,1,68,60,68,64,61,62,63,64,67,65,67,70,63,71,58,72,65,74,77,67,83,67,66,65,62,73,74,71,8,13,16,12,8,1
39714,74,1,1,66,56,74,64,47.82044982,60,51.88830089,66,64,64,62,60,64.17766018,66,63.71857872,67,66.3956719,60,70,64,74,75,74,56.28378378,72,70,70,48.06851257,9,21,64,21,21,1
41763,73,1,1,48,25,63,58,47.82044982,39,51.88830089,74,65,49,55,49,64.17766018,59,63.71857872,67,66.3956719,72,69,42,69,65,71,56.28378378,72,73,68,48.06851257,6,20,65,20,20,1
58294,71,1,0,70,72,79,69,73,68,66,57,59,71,69,71,67,79,63,78,83,87,77,63,77,36,77,69,82,39,49,42,16,14,9,16,8,1
183544,70,1,2,62,33,70,65,35,39,39,39,63,61,62,76,41,70,57,45,80,68,69,31,76,69,54,35,14,71,68,73,9,12,9,7,14,1
213704,81,1,1,74,69,47,74,63,83,72,64,64,82,94,91,84,75,76,77,72,76,56,69,48,26,74,70,56,19,23,19,15,12,9,7,13,1
181189,66,1,1,62,33,69,65,31,50,73,51,61,52,48,49,53,60,36,33,55,72,80,33,70,60,26,32,48,64,64,64,5,10,9,11,6,1
30906,73,1,1,53,34,72,54,29,51,64,53,56,61,55,55,58,63,62,64,76,60,76,51,75,76,47,41,57,75,76,75,5,3,5,5,3,1
24970,76,0,1,45,22,76,55,22,46,38,24,60,52,66,76,58,64,58,60,82,68,84,28,78,78,35,38,38,80,81,79,3,5,3,5,3,1
27701,74,1,1,68,46,58,64,54,62,66,53,60,64,74,76,72,64,66,66,64,70,68,54,70,60,40,60,57,62,64,63,10,7,5,5,8,1
239350,79,1,1,67,40,63,66,48,63,65,50,62,66,76,78,72,71,71,81,69,76,71,67,74,77,56,52,48,78,76,75,12,6,14,10,7,1
39229,70,2,1,77,38,56,68,33,55,65,55,70,61,78,69,77,69,85,63,63,68,57,51,73,64,65,48,42,68,74,74,13,14,12,14,12,1
38762,82,1,1,70,71,73,73,68,72,80,76,64,76,56,58,60,68,64,70,65,58,63,74,62,33,66,70,78,24,55,43,15,6,6,10,10,1
25337,74,1,0,60,80,85,65,75,60,79,80,55,75,40,50,60,74,49,78,77,36,80,70,64,24,83,68,77,25,40,30,11,12,8,11,7,1
39313,68,1,1,25,25,25,26,25,25,25,25,20,25,33,31,36,63,32,26,50,25,44,25,24,25,25,25,25,25,25,25,67,68,61,69,70,1
239964,80,2,1,68,22,63,71,29,76,29,37,55,70,78,81,59,65,60,68,68,69,80,30,61,75,64,55,27,77,75,76,8,9,5,7,11,1
30893,93,2,0,82,95,86,81,87,93,88,77,72,91,91,93,90,92,62,94,94,90,79,93,62,29,93,81,85,22,31,23,7,11,15,14,11,1
31739,71,0,1,60,45,52,84,63,40,80,65,86,81,30,40,30,70,70,60,32,50,64,80,52,60,40,87,68,58,62,54,14,9,14,9,9,1
163887,74,1,1,25,25,25,25,25,25,25,25,25,25,27,33,37,65,30,34,50,37,85,25,30,23,25,25,20,25,25,25,64,69,65,69,70,1
22428,71,2,1,70,65,56,68,57,72,70,70,65,72,74,78,76,68,73,76,72,68,56,71,59,41,71,68,66,30,36,34,13,5,7,12,8,1
50449,69,1,1,72,54,50,73,66,74,74,70,70,78,66,65,74,66,75,74,58,80,57,74,52,40,68,73,66,29,38,38,15,10,11,15,9,1
169753,71,2,1,60,64,51,75,58,65,54,68,71,70,66,67,62,62,64,83,63,75,65,73,60,58,72,73,63,57,59,48,15,15,10,14,12,1
179059,70,1,1,61,43,67,69,52,66,54,57,67,68,69,72,67,69,64,61,71,81,74,53,65,68,52,62,55,63,67,65,14,10,14,9,9,1
39388,72,1,1,72,63,70,64,32,66,51,67,71,65,57,64,56,70,68,78,62,71,72,70,82,65,59,67,71,62,63,65,12,13,8,14,12,1
11061,62,1,1,36,44,64,48,44,41,30,35,43,50,50,33,29,54,34,47,47,74,83,41,61,61,33,48,42,64,61,62,9,7,11,14,11,1
149855,71,1,1,51,45,65,62,44,62,56,45,56,61,72,74,70,71,60,61,85,77,72,64,71,69,53,59,51,74,77,74,13,14,14,14,12,1
640725,73,1,1,47,55,40,69,44,59,45,59,66,62,64,65,60,58,68,48,59,47,48,53,38,51,54,60,50,42,46,45,12,9,9,8,8,1
24658,76,1,1,25,35,78,59,33,43,26,25,55,65,68,68,68,75,56,49,80,73,84,34,68,77,42,56,33,77,79,77,7,9,10,15,10,1
291854,71,1,2,42,31,63,66,35,38,35,26,54,59,63,53,57,48,57,39,64,55,75,36,51,55,36,49,46,66,69,64,10,8,7,14,8,1
30577,73,1,1,61,63,74,75,47,67,63,72,73,73,48,51,65,71,72,75,75,68,72,71,73,74,67,72,70,72,74,72,6,15,15,13,10,1
104388,64,1,1,12,11,13,32,11,10,10,11,26,11,61,56,53,52,43,11,63,51,73,10,72,20,10,38,14,13,11,11,61,56,58,53,64,1
40687,67,1,1,61,34,67,62,34,36,31,43,60,58,52,52,53,62,55,53,80,71,86,54,71,58,28,56,50,68,68,65,7,10,8,7,7,1
307015,70,2,1,62,34,54,63,38,58,54,41,55,61,77,72,62,67,82,65,76,77,58,41,72,68,49,43,46,64,64,63,13,6,14,11,12,1
526230,73,1,0,44,67,64,62,67,67,38,32,49,65,73,76,62,54,62,70,63,64,79,62,52,13,56,46,63,15,16,14,14,11,11,12,10,1
26325,66,1,1,72,51,71,72,32,60,59,57,59,65,52,53,56,69,71,64,68,53,65,66,87,69,52,54,52,69,68,71,15,5,7,10,7,1
26289,77,1,1,75,37,59,73,47.82044982,39,51.88830089,51,74,72,68,69,64.17766018,75,63.71857872,73,66.3956719,86,83,66,94,62,69,56.28378378,76,77,75,48.06851257,3,21,74,21,21,1
38920,77,2,2,66,78,77,72,79,78,70,66,58,80,68,78,68,76,58,79,72,69,79,72,66,25,80,69,73,16,24,20,9,5,13,8,12,1
46224,67,1,1,19,12,10,30,13,14,16,15,29,21,46,50,56,64,39,17,58,44,61,16,30,17,14,17,15,9,11,12,68,68,66,66,68,1
110113,66,1,2,67,51,76,63,27,58,40,28,54,63,66,40,60,62,68,46,82,65,65,49,67,70,66,52,48,68,67,67,14,10,11,12,6,1
282011,72,1,1,57,29,60,58,34,58,36,31,64,58,64,59,66,59,76,46,74,54,67,33,72,60,32,41,45,57,65,65,15,6,13,10,6,1
279105,67,1,1,29,23,62,48,34,43,42,54,58,51,54,53,55,62,45,57,61,64,74,49,62,61,34,44,39,61,62,60,8,9,9,13,14,1
39878,69,1,2,54,31,65,65,27,54,29,32,62,63,64,67,58,68,59,55,64,72,76,34,72,69,37,47,45,66,67,65,12,8,9,11,9,1
512747,80,1,1,66,49,49,72,55,78,66,53,62,76,83,83,86,65,75,67,62,66,43,50,41,55,63,73,59,40,44,40,12,12,15,7,10,1
96615,67,1,0,40,72,75,66,71,65,43,48,48,64,52,54,46,56,40,70,66,40,80,55,51,18,71,51,60,21,18,18,14,14,8,10,14,1
559029,65,1,1,59,52,47,52,45,55,47,45,51,55,75,77,72,50,72,57,65,70,47,50,57,45,52,52,48,49,52,47,10,14,6,5,10,1
30526,69,1,1,68,65,59,70,58,74,71,70,68,71,66,67,75,68,72,65,60,57,45,62,40,27,58,75,64,31,32,27,11,13,7,6,14,1
522750,79,2,0,70,48,57,68,46,64,68,47,60,70,85,88,76,75,64,73,56,78,67,45,74,70,72,58,42,60,67,70,7,11,7,9,9,1
611840,79,2,0,69,66,49,65,63,76,60,49,53,72,81,84,74,67,61,76,51,53,74,57,51,25,65,59,66,25,35,31,10,11,6,7,12,1
356400,67,1,1,39,58,47,59,32,65,35,41,54,62,76,81,82,53,77,52,71,63,56,31,61,56,55,48,45,45,51,58,8,11,7,9,11,1
161012,81,2,2,65,46,69,83,62,73,70,55,80,80,65,58,73,84,70,68,71,92,73,64,68,84,66,77,56,80,84,77,12,9,10,14,10,1
514806,82,1,1,75,61,67,77,69,77,75,63,58,79,83,78,84,74,69,63,77,70,46,58,51,66,69,76,56,41,45,42,10,13,11,14,15,1
12320,60,1,1,62,57,46,62,35,60,49,33,61,62,71,67,65,48,64,58,60,61,52,55,75,59,58,59,48,54,61,63,9,6,12,14,6,1
33967,65,1,0,68,56,69,73,69,58,54,70,73,65,58,63,66,62,61,70,70,74,72,70,61,65,50,66,44,57,57,58,16,12,9,10,9,1
77813,69,2,1,47,71,82,65,71,63,47,49,38,67,33,48,56,68,30,72,32,67,90,62,68,24,73,62,68,14,26,13,16,12,13,12,16,1
38837,71,2,1,67,61,54,67,62,68,67,65,59,69,86,85,89,77,75,68,84,81,50,56,59,65,68,67,59,67,68,68,12,6,8,6,11,1
101969,76,2,1,56,75,77,63,71,74,69,70,38,72,76,74,74,75,56,83,70,79,82,74,72,40,79,64,60,35,38,19,14,13,9,8,16,1
132830,77,1,1,52,34,38,66,47.82044982,38,51.88830089,29,48,61,63,69,64.17766018,58,63.71857872,26,66.3956719,73,44,28,60,38,53,56.28378378,47,51,49,48.06851257,9,21,48,21,21,1
433760,62,2,1,44,25,36,41,24,54,36,27,35,55,77,72,73,52,65,26,57,81,60,24,35,47,37,39,30,53,56,55,10,10,6,7,8,1
196238,76,1,1,61,45,58,73,51,62,53,51,65,66,83,65,68,61,69,71,87,67,61,62,65,79,62,68,51,67,67,65,6,6,6,16,9,1
56867,72,1,0,75,62,52,73,68,73,68,69,68,75,76,70,77,78,70,69,64,72,66,66,50,46,70,73,68,46,40,35,11,13,6,16,14,1
429845,63,1,1,43,31,48,61,30,52,45,35,54,46,61,55,61,49,53,45,62,67,75,37,56,46,39,46,40,47,51,52,13,9,13,13,8,1
173393,64,2,1,68,64,50,64,45,63,66,63,55,71,73,62,75,63,77,59,83,50,56,63,59,58,61,63,48,37,33,38,10,11,6,10,15,1
309892,56,1,1,30,25,44,31,25,24,30,22,26,30,58,60,49,46,59,39,66,58,59,24,47,50,23,29,34,56,68,62,8,15,15,11,7,1
443987,68,1,0,29,68,55,45,38,57,35,31,32,60,62,68,57,51,65,59,62,61,72,55,53,25,63,41,64,25,25,28,15,6,9,13,14,1
113794,67,1,1,41,61,65,54,52,53,59,46,50,61,66,66,63,63,72,63,71,62,71,54,56,32,43,49,53,14,22,13,10,12,8,7,5,1
38952,71,1,1,47,43,61,59,47.82044982,33,51.88830089,44,44,62,59,56,64.17766018,62,63.71857872,45,66.3956719,73,75,21,75,57,67,56.28378378,64,73,60,48.06851257,8,21,44,21,21,1
195335,76,2,1,74,59,54,71,62,67,77,73,69,68,77,86,85,73,78,82,83,91,74,69,87,74,62,52,73,71,72,83,16,9,9,15,7,1
465828,61,1,1,37,41,42,62,38,51,37,39,57,61,68,57,65,59,59,63,49,48,57,50,48,47,54,50,45,48,49,54,14,13,15,13,9,1
24423,58,2,1,58,33,54,60,40,53,55,62,51,60,61,57,41,55,71,62,61,69,65,51,67,44,45,40,56,57,65,56,13,13,15,10,5,1
208315,67,2,1,69,46,50,56,47,59,49,36,61,63,72,48,61,58,56,64,80,71,71,38,66,80,53,59,50,71,76,60,13,9,16,8,14,1
27669,65,1,2,47,27,64,57,21,47,38,24,57,57,67,65,59,67,57,43,73,69,69,28,69,67,22,25,29,63,67,65,9,7,14,4,7,1
179206,65,2,0,60,58,39,66,56,64,65,49,57,63,79,77,84,49,73,65,40,57,39,64,30,34,54,49,50,24,30,27,13,9,14,10,14,1
190971,67,2,1,68,30,60,58,54,53,72,40,51,67,67,69,66,75,67,60,54,78,49,46,78,75,51,60,48,57,59,63,14,14,10,5,13,1
27732,74,1,1,70,46,50,65,54,60,58,53,60,64,74,76,72,64,66,66,64,70,68,54,70,62,35,58,57,60,64,63,10,10,20,10,15,1
46726,75,1,1,49,25,73,69,36,42,28,31,51,68,56,68,60,64,61,28,73,63,75,41,82,75,39,40,43,77,79,76,6,8,12,16,11,1
23030,74,1,1,54,32,76,54,28,25,32,49,62,55,46,48,30,71,41,49,58,75,85,59,83,73,33,45,66,77,76,78,6,14,7,14,11,1
34574,71,1,1,73,69,52,74,74,77,69,59,68,71,71,64,73,70,74,74,50,53,62,67,43,47,69,72,67,55,59,43,15,14,12,12,6,1
473859,76,1,1,64,34,57,59,32,56,40,37,40,57,73,74,68,60,67,42,69,62,64,27,62,61,45,37,47,66,66,68,15,11,13,14,7,1
42147,62,1,1,39,31,39,55,47.82044982,43,51.88830089,53,49,54,59,64,64.17766018,46,63.71857872,45,66.3956719,40,31,40,43,44,41,56.28378378,30,54,55,48.06851257,5,20,49,20,20,1
26290,66,1,1,25,25,25,21,25,25,25,25,31,31,42,41,34,53,21,29,54,31,64,25,25,27,25,25,34,25,25,25,70,68,60,66,62,1
38434,59,1,1,12,18,24,24,18,13,15,11,26,25,43,35,55,37,42,38,46,45,46,15,35,22,10,38,26,20,12,12,59,54,56,57,64,1
172610,71,1,1,39,60,72,66,58,69,64,31,62,70,75,72,65,65,60,63,72,67,68,45,59,75,65,58,66,68,68,71,10,12,6,10,10,1
93347,70,1,2,52,49,73,69,46,57,59,30,70,67,54,62,62,70,65,57,76,77,73,43,74,74,39,58,33,66,71,70,16,10,15,14,7,1
46004,65,1,1,52,40,54,59,47.82044982,67,51.88830089,44,55,58,72,67,64.17766018,56,63.71857872,41,66.3956719,60,58,45,54,45,58,56.28378378,56,57,62,48.06851257,6,22,55,22,22,1
26345,72,1,2,44,35,74,65,45,53,50,43,70,62,52,55,58,71,53,56,76,74,86,34,77,73,49,49,29,72,70,61,6,12,16,10,16,1
93348,70,0,1,48,49,66,67,31,46,36,40,56,56,55,58,45,62,49,42,71,65,75,47,86,71,20,43,44,70,71,65,13,13,14,6,9,1
40701,64,1,1,51,42,71,64,45,63,58,60,61,66,65,53,60,56,43,61,71,74,76,52,67,58,56,52,54,64,67,65,9,7,13,8,16,1
95977,66,1,1,22,22,22,22,47.82044982,22,51.88830089,24,44,22,22,31,64.17766018,41,63.71857872,22,66.3956719,37,47,22,51,37,32,56.28378378,54,22,22,48.06851257,61,63,44,58,64,1
71472,60,1,1,58,28,35,63,28,56,61,66,62,59,56,58,73,60,68,63,62,75,66,56,67,23,55,59,45,45,49,41,5,5,12,12,6,1
25770,62,1,1,38,42,56,53,47.82044982,48,51.88830089,48,50,58,58,55,64.17766018,53,63.71857872,65,66.3956719,53,52,49,56,58,55,56.28378378,54,61,62,48.06851257,8,21,50,21,21,1
38247,63,1,1,51,38,61,53,47.82044982,43,51.88830089,43,49,45,61,63,64.17766018,60,63.71857872,62,66.3956719,66,71,47,73,54,60,56.28378378,48,64,66,48.06851257,3,22,49,22,22,1
27502,66,1,1,65,53,62,70,47,64,68,72,66,67,52,52,62,61,63,54,79,78,73,45,56,68,60,71,65,60,62,55,14,14,10,12,10,1
196186,68,1,1,66,50,62,68,54,62,65,60,70,70,61,65,68,66,58,70,58,73,78,59,68,58,62,62,64,43,62,64,14,10,8,10,6,1
243440,66,2,0,61,53,50,58,61,66,41,35,54,62,77,79,74,56,69,59,72,59,48,46,42,55,54,37,42,60,62,62,10,14,8,7,5,1
46810,73,1,1,68,64,61,73,64,66,57,57,71,71,66,64,65,69,72,71,67,74,64,73,76,70,77,73,61,66,68,68,6,15,14,15,6,1
321020,69,1,1,22,23,67,62,29,44,27,38,58,58,59,39,57,65,62,49,56,57,76,34,49,61,29,53,26,68,68,67,15,15,12,13,8,1
249761,72,1,1,64,64,55,75,55,64,74,71,70,72,74,73,71,72,75,72,59,68,61,78,65,67,65,74,62,61,63,65,8,12,9,7,13,1
299380,62,1,1,17,18,13,25,15,17,13,13,25,22,44,46,35,56,59,25,54,26,59,16,20,21,12,22,22,18,20,20,62,54,55,56,66,1
46392,66,1,1,64,57,40,70,66,73,76,61,62,70,73,82,74,67,72,83,72,71,62,68,42,56,66,60,44,40,52,38,10,9,12,8,13,1
151058,69,2,1,75,65,43,64,53,72,79,78,69,71,72,75,74,69,58,84,66,52,61,74,66,42,75,63,64,32,35,24,6,14,12,9,6,1
183497,69,2,1,69,46,60,68,45,66,67,47,52,72,77,78,73,69,76,60,70,75,74,53,63,63,59,59,48,64,68,69,6,7,15,14,11,1
56846,70,2,1,73,44,50,57,47,67,65,69,56,73,70,75,77,71,71,61,77,70,71,45,64,73,57,60,48,69,68,72,8,14,15,13,14,1
92527,67,2,1,67,42,56,65,46,65,49,40,66,66,69,67,73,69,72,61,73,65,62,42,66,68,56,57,58,67,68,71,15,11,15,11,12,1
433311,76,1,1,53,49,46,81,37,62,61,57,78,78,52,53,67,68,66,74,61,77,73,54,81,75,58,69,58,63,73,70,6,14,14,6,11,1
183348,73,1,1,13,6,23,30,13,12,23,12,35,15,34,26,43,63,41,25,60,38,76,13,40,26,16,32,25,4,7,9,72,76,70,74,75,1
43282,67,1,1,11,14,11,22,16,20,14,13,23,25,38,47,58,65,54,45,70,44,55,11,28,23,15,36,13,8,14,13,62,73,63,71,63,1
580704,79,1,1,60,65,49,75,71,73,55,42,67,77,78,75,76,70,75,64,76,77,78,60,72,72,61,61,52,78,68,68,9,12,13,8,6,1
280528,73,1,0,66,64,22,62,38,67,76,67,54,68,84,85,84,65,93,55,71,73,47,66,46,32,68,59,62,25,25,20,5,13,12,15,13,1
429893,70,1,1,70,69,39,76,35,79,68,61,72,78,74,79,80,43,80,59,73,65,42,60,41,28,51,76,42,38,45,45,7,14,7,5,13,1
180270,65,1,1,50,56,38,63,62,62,66,62,47,59,72,68,77,63,71,56,47,57,53,64,48,18,59,64,43,14,12,14,13,10,6,10,6,1
174634,70,1,1,54,69,71,60,67,63,57,42,40,67,63,66,65,65,52,72,77,67,77,59,64,38,69,48,72,27,37,30,12,13,9,6,14,1
295212,71,1,1,25,25,21,23,22,25,25,25,27,23,56,61,65,62,60,48,83,42,66,25,25,22,25,25,28,25,25,25,73,62,66,49,75,1
163897,65,1,1,61,34,47,54,26,63,38,35,53,58,75,76,74,56,72,40,64,70,52,33,70,59,52,35,43,61,65,63,14,11,11,6,9,1
25984,77,1,1,54,56,78,72,38,55,52,68,69,69,65,67,55,74,47,81,66,63,76,67,77,77,42,65,65,77,78,79,13,9,13,14,13,1
33988,84,2,0,80,60,71,80,68,81,77,74,76,85,84,89,85,82,82,87,78,78,57,77,85,83,63,67,70,70,83,86,5,11,9,6,7,1
436036,80,1,1,49,46,67,74,66,67,44,32,71,70,76,79,65,80,68,84,87,92,84,73,82,72,42,58,51,65,76,71,13,13,13,8,15,1
33018,74,1,1,25,25,25,23,25,25,25,25,22,25,55,55,66,71,65,22,75,44,65,25,32,23,25,25,21,25,25,25,75,71,78,73,76,1
181379,76,1,1,35,35,75,59,29,53,43,33,61,64,66,64,62,67,47,42,65,67,74,30,73,72,40,60,38,75,74,70,15,8,15,6,10,1
37319,79,1,2,73,52,52,82,58,76,62,70,82,78,71,65,77,81,77,68,78,81,67,67,68,84,58,79,62,73,79,74,7,9,7,9,9,1
212873,67,1,1,25,25,25,30,25,25,25,25,21,22,36,33,44,63,38,34,61,29,58,25,22,25,25,25,22,25,25,25,64,61,66,58,65,1
56932,66,1,1,57,64,56,63,57,64,60,49,60,63,82,77,78,60,76,66,73,71,59,58,34,36,63,64,48,36,43,30,12,5,5,12,5,1
215166,64,1,1,40,24,62,46,26,41,24,25,40,51,69,54,65,60,58,39,83,65,72,25,66,47,38,48,39,51,60,54,6,12,9,6,6,1
78142,61,1,1,50,35,31,44,47.82044982,35,51.88830089,52,43,45,64,69,64.17766018,62,63.71857872,39,66.3956719,56,67,34,62,62,62,56.28378378,64,56,57,48.06851257,4,22,43,22,22,1
37342,64,1,1,61,50,69,64,49,58,53,47,63,63,64,63,53,66,39,67,50,78,82,64,68,65,59,64,50,49,65,61,8,13,11,7,10,1
94915,75,2,1,76,54,68,70,59,73,75,70,66,71,85,86,77,74,76,62,76,83,62,60,62,65,67,59,53,72,71,71,9,11,16,14,6,1
35828,68,1,1,72,60,54,70,55,72,71,52,60,68,66,77,73,71,69,62,63,67,67,54,66,69,65,67,48,63,68,67,7,14,6,12,9,1
317277,62,1,1,48,42,49,61,43,52,39,32,59,55,74,71,72,53,75,48,56,40,63,46,55,39,47,46,44,46,38,42,11,8,13,7,13,1
188058,75,0,1,43,25,70,59,22,47,48,46,60,52,34,45,32,57,26,53,58,70,89,29,69,70,37,49,48,74,68,66,15,13,7,8,10,1
188498,78,1,1,76,69,56,77,68,84,78,61,64,80,84,82,79,78,79,78,76,76,66,70,59,47,77,76,80,20,24,25,12,10,13,6,14,1
67940,63,1,1,52,36,51,64,47.82044982,58,51.88830089,49,62,61,62,60,64.17766018,58,63.71857872,51,66.3956719,72,46,53,53,64,63,56.28378378,61,47,53,48.06851257,9,20,62,20,20,1
40957,70,2,2,73,60,56,66,69,73,72,67,62,70,82,75,81,71,76,75,61,75,62,71,60,43,69,66,65,40,47,45,16,7,11,8,11,1
40940,81,1,1,61,48,80,78,47,58,39,54,79,69,62,64,59,70,69,66,91,73,77,50,89,84,57,62,62,76,85,81,14,10,15,15,12,1
282674,85,2,1,80,41,63,79,34,76,72,47,71,82,79,86,83,81,82,62,76,86,75,36,83,82,61,57,45,85,82,84,13,13,15,9,15,1
531629,85,1,1,69,67,37,77,57,84,67,58,68,81,72,68,73,70,74,48,56,60,49,58,61,54,71,80,55,40,57,55,12,15,16,7,13,1
37967,66,1,1,60,65,55,63,62,74,64,61,55,72,68,73,71,68,76,63,63,62,55,59,34,38,62,65,58,31,44,49,8,12,12,8,16,1
42052,72,1,1,26,75,78,57,55,53,29,48,23,68,61,68,34,74,39,77,86,58,78,71,66,29,79,38,65,16,14,12,11,9,7,13,15,1
26399,74,1,2,73,25,73,73,26,65,32,23,70,73,59,64,58,65,61,41,67,72,80,26,75,75,51,55,24,76,76,75,11,10,9,11,7,1
26143,81,1,1,55,78,77,65,47.82044982,74,51.88830089,57,37,72,82,79,64.17766018,73,63.71857872,79,66.3956719,71,77,69,57,58,69,56.28378378,67,22,33,48.06851257,9,22,37,22,22,1
36852,65,1,0,64,41,38,67,57,70,67,64,65,72,58,53,68,67,73,56,55,52,62,58,46,31,62,67,54,21,23,24,10,5,9,13,6,1
177698,65,1,1,9,10,8,19,11,9,17,9,22,18,52,52,31,63,28,19,65,33,75,15,38,26,10,32,20,7,9,10,66,65,69,63,67,1
37684,66,1,1,64,57,45,65,60,69,66,68,66,68,67,70,74,60,72,74,66,66,63,67,52,32,62,67,64,39,34,29,12,6,9,11,8,1
432389,75,1,0,47,53,27,63,54,63,53,45,59,65,74,68,76,48,77,43,58,65,45,52,36,30,55,58,50,32,36,20,7,9,8,15,10,1
260486,67,1,1,36,25,63,45,44,35,35,37,47,57,72,72,56,57,71,42,72,63,71,36,46,65,33,32,31,63,65,60,7,9,8,8,7,1
141145,81,1,1,75,80,58,79,73,77,78,74,73,81,74,76,75,79,73,84,76,63,75,83,68,39,81,77,65,31,42,34,12,11,10,14,6,1
21213,55,1,1,58,36,35,50,25,70,45,24,46,56,67,64,59,61,65,57,57,70,66,20,47,53,49,56,30,45,57,57,12,10,10,13,6,1
282168,71,2,1,64,56,39,59,37,65,56,30,54,62,73,74,71,56,74,56,72,62,61,48,53,62,53,40,63,61,65,65,14,9,7,12,12,1
150065,72,2,1,73,55,57,65,57,67,75,73,65,68,67,69,70,69,67,72,58,67,72,76,61,63,67,69,50,60,62,68,11,14,13,15,6,1
93218,72,1,1,48,29,55,58,39,50,43,41,53,56,74,68,55,61,46,70,63,64,71,39,55,59,31,42,55,59,57,41,13,13,13,6,14,1
31299,68,1,1,11,10,11,17,12,14,10,12,13,12,39,42,47,65,39,46,51,41,70,10,41,23,14,13,21,15,17,8,71,63,65,63,72,1
535957,74,2,1,66,66,48,58,55,68,56,52,56,67,70,78,64,57,57,65,59,60,63,69,49,26,57,62,62,21,20,16,10,13,8,12,7,1
23823,68,1,1,75,27,69,68,42,65,77,72,64,69,67,66,67,64,66,73,66,76,71,63,69,65,56,65,63,69,67,68,12,9,11,15,7,1
24744,66,1,1,32,25,66,51,29,39,34,34,42,58,47,49,44,69,37,56,78,54,71,25,65,64,37,37,45,66,70,67,15,10,6,14,8,1
175806,62,1,1,55,45,49,60,49,61,55,54,54,63,74,77,70,57,82,45,72,51,54,57,45,29,53,60,59,32,39,22,8,6,13,7,15,1
196126,70,1,1,11,14,11,27,12,14,13,15,35,12,61,60,64,71,62,16,83,41,62,11,35,17,15,32,25,10,15,12,73,65,65,65,78,1
177720,81,2,1,31,79,79,62,73,75,40,58,37,74,69,77,63,75,56,85,64,68,90,65,81,29,80,58,73,29,45,19,13,6,15,7,15,1
38759,70,2,1,63,74,66,68,60,69,57,33,64,71,51,55,63,75,55,74,60,83,75,69,64,22,77,60,73,33,39,37,11,8,14,13,7,1
33778,71,1,0,51,72,67,68,73,68,58,60,48,71,63,68,65,66,59,81,53,52,73,69,42,31,74,67,72,15,17,15,9,5,11,7,14,1
30919,64,1,0,61,62,49,63,53,73,56,53,50,63,63,67,79,61,69,68,73,50,59,59,54,35,74,70,62,31,41,28,12,15,12,15,10,1
29303,70,1,1,14,11,14,23,10,15,11,12,22,19,33,35,33,70,34,24,76,40,74,9,40,24,9,17,22,14,14,15,68,70,61,71,73,1
24138,71,1,1,68,53,49,74,65,75,72,69,65,74,83,76,88,74,89,60,74,67,54,59,56,37,63,75,52,19,38,27,15,16,8,14,10,1
172768,71,1,2,23,31,76,60,33,47,30,28,66,60,68,71,74,62,71,58,58,70,73,46,60,60,27,38,34,69,71,70,8,13,14,7,11,1
39843,72,1,1,44,42,66,59,49,52,46,63,61,59,74,64,53,59,63,65,65,80,66,52,81,68,51,68,44,64,68,65,9,6,9,10,10,1
33768,81,1,1,55,39,76,74,47.82044982,40,51.88830089,39,60,72,75,72,64.17766018,77,63.71857872,51,66.3956719,77,78,50,70,79,73,56.28378378,75,80,80,48.06851257,10,21,60,21,21,1
26257,68,1,1,69,60,59,67,57,63,71,71,67,68,48,52,46,74,74,68,64,74,65,65,50,70,68,73,62,53,62,60,7,7,5,5,11,1
150018,68,1,1,43,27,57,57,47.82044982,42,51.88830089,44,57,57,57,58,64.17766018,52,63.71857872,56,66.3956719,62,77,31,71,45,66,56.28378378,61,58,61,48.06851257,9,21,57,21,21,1
256968,61,0,1,29,20,54,45,27,33,29,35,44,43,59,53,32,49,52,36,52,62,69,27,54,54,33,39,43,55,63,61,15,13,8,14,9,1
40600,75,1,1,59,59,56,68,52,74,63,42,61,74,69,68,71,68,56,57,57,55,59,52,44,33,68,66,44,18,14,18,7,9,6,13,9,1
40523,72,2,1,70,66,61,65,56,75,61,54,59,71,85,91,74,69,78,83,79,90,65,61,71,24,66,64,65,25,40,37,10,16,11,11,8,1
42231,63,1,1,11,15,15,29,21,14,17,15,28,22,42,38,44,64,48,13,61,31,56,15,35,19,16,12,21,14,11,13,68,57,60,63,66,1
388793,63,1,0,23,63,61,55,66,61,58,49,48,66,61,63,72,49,58,66,62,57,80,55,59,19,68,64,60,18,37,30,8,10,10,12,6,1
277935,70,1,2,62,29,53,63,40,63,70,63,66,57,54,53,66,57,71,57,55,73,71,58,63,77,59,68,45,62,70,61,15,7,9,10,16,1
30425,66,1,1,49,30,74,58,23,54,37,58,55,57,31,37,31,61,39,62,50,56,90,46,70,64,25,40,61,62,64,62,6,8,8,11,7,1
